"","Region","Price","Year","Manufacturer","Model","Condition","Cylinders","Fuel","Odometer","Transmission","Drive","Size","Type","Paint_color","State","Lat","Long","JDM"
"1079","Erie",367,2017,"Nissan","Maxima Sv Sedan 4d","Good","6 cylinders","Gas",5435,"Automatic","FWD",NA,"Sedan","Red","PA",33.7792,-84.4118,"JDM"
"1080","Pullman / Moscow",19999,2020,"Mitsubishi","Mirage G4 Es","Excellent","4 cylinders","Gas",2,"Automatic",NA,NA,"Sedan",NA,"ID",47.7177,-117.412,"JDM"
"1081","Fort Collins / North Co",19999,2012,"GMC","Sierra",NA,NA,"Gas",134415,NA,"4WD",NA,"Pickup","White","CO",40.3744,-104.694,"Non-JDM"
"1082","Boston",18985,2017,"Toyota","Rav4","Good","4 cylinders","Gas",46618,"Automatic","4WD","Full-Size","Suv","Silver","MA",42.3359,-71.5423,"JDM"
"1083","San Antonio",16995,2017,"Hyundai","Elantra",NA,NA,"Gas",29483,"Automatic",NA,NA,"Sedan","Grey","TX",29.5863,-98.5789,"Non-JDM"
"1084","Kalispell",16900,2015,"Ram","1500 Big Horn Crew Cab Shor",NA,"6 cylinders","Diesel",129672,"Automatic","4WD",NA,NA,NA,"MT",47.7989,-116.742,"Non-JDM"
"1085","Stockton",6399,2007,"Toyota","Corolla Ce",NA,"4 cylinders","Gas",148346,"Manual","FWD",NA,"Sedan","White","CA",37.7971,-121.23,"JDM"
"1086","Missoula",36500,2017,"Ram","1500 Sport",NA,"8 cylinders","Gas",37056,"Automatic","4WD",NA,NA,NA,"MT",47.412,-122.241,"Non-JDM"
"1087","New Hampshire",9999,2014,"Nissan","Altima",NA,"4 cylinders","Gas",85786,"Automatic","FWD",NA,"Sedan",NA,"NH",42.8051,-71.3067,"JDM"
"1088","Joplin",36066,2016,"Chevrolet","Tahoe","Excellent","8 cylinders","Gas",77138,"Automatic","4WD","Full-Size","Suv","White","MO",36.6353,-95.154,"Non-JDM"
"1089","Louisville",25500,2014,"Ford","F-150 Fx4","Excellent","8 cylinders","Gas",119978,"Automatic","4WD",NA,NA,NA,"KY",38.0045,-85.6888,"Non-JDM"
"1090","Hartford",14990,2014,"Ford","Mustang","Like new","6 cylinders","Gas",69979,"Manual","RWD","Mid-Size","Convertible","Grey","CT",42.6591,-71.2625,"Non-JDM"
"1091","Birmingham",18488,2019,"Dodge","Grand Caravan",NA,NA,"Gas",40909,"Automatic","FWD",NA,NA,"Red","AL",32.9229,-86.545,"Non-JDM"
"1092","Spokane / Coeur D'alene",20980,2015,"Lexus","Rx 350",NA,"6 cylinders","Gas",79453,"Automatic","4WD",NA,"Suv","Silver","ID",47.6929,-117.412,"JDM"
"1093","Fort Collins / North Co",7490,2005,"Acura","Mdx Touring Awd","Excellent","6 cylinders","Gas",159100,"Automatic","4WD","Mid-Size","Suv","Silver","CO",40.6036,-105.077,"JDM"
"1094","Hudson Valley",22500,1988,"Jeep","Grand Wagoneer","Excellent","8 cylinders","Gas",92000,"Automatic","4WD",NA,NA,NA,"NY",41.9697,-74.0668,"Non-JDM"
"1095","Louisville",24990,2011,"Ram","3500","Good","6 cylinders","Diesel",163446,"Manual","RWD",NA,NA,"White","KY",40.4688,-74.2817,"Non-JDM"
"1096","Little Rock",64991,2020,"Jaguar","F-Pace",NA,NA,"Gas",12220,"Automatic",NA,NA,NA,NA,"AR",38.4018,-93.785,"Non-JDM"
"1097","Orlando",2450,1993,"Dodge","Shadow Es Hatchback","Good","4 cylinders","Gas",272025,"Manual","FWD","Sub-Compact","Hatchback","Red","FL",28.5754,-81.3955,"Non-JDM"
"1098","Billings",36998,2017,"Ford","Expedition El Limited",NA,"6 cylinders","Gas",50854,"Automatic","4WD",NA,"Suv",NA,"MT",47.6961,-116.781,"Non-JDM"
"1099","Harrisburg",19999,2008,"Subaru","Impreza Wrx Sti","Excellent","4 cylinders","Gas",116786,"Manual","4WD",NA,"Hatchback","Blue","PA",40.2122,-77.0265,"JDM"
"1100","Brainerd",3990,2004,"GMC","Yukon Xl Denali","Salvage",NA,"Gas",235000,"Automatic","4WD",NA,"Suv","Silver","MN",46.45,-95.1247,"Non-JDM"
"1101","Philadelphia",16995,2004,"Ford","F-350",NA,NA,"Diesel",131240,"Automatic","4WD",NA,"Pickup","White","PA",40.8945,-74.1524,"Non-JDM"
"1102","Fayetteville",12495,2016,"Honda","Accord Touring 2dr Coupe","Good","6 cylinders","Gas",136620,"Automatic",NA,NA,"Coupe",NA,"AR",36.0697,-94.158,"JDM"
"1103","Detroit Metro",262,2019,"Toyota","Corolla",NA,NA,"Other",27603,"Automatic",NA,NA,"Sedan",NA,"MI",42.4419,-83.3224,"JDM"
"1104","Duluth / Superior",7495,2008,"Honda","Odyssey","Excellent","6 cylinders","Gas",132252,"Automatic","FWD","Full-Size","Van","Silver","MN",46.8687,-92.154,"JDM"
"1105","Albuquerque",14495,2013,"BMW","X5 Xdrive35i Premium","Excellent","6 cylinders","Gas",125147,"Automatic","4WD",NA,"Suv",NA,"NM",33.4542,-111.926,"Non-JDM"
"1106","Sacramento",10500,2014,"Toyota","Prius","Excellent","4 cylinders","Hybrid",96000,"Automatic","FWD",NA,NA,"Black","CA",38.6744,-121.515,"JDM"
"1107","Kennewick-Pasco-Richland",34000,2020,"Subaru","Ascent Limited 8 Passeng",NA,"4 cylinders","Gas",2061,"Automatic","4WD",NA,"Suv",NA,"WA",45.5568,-122.51,"JDM"
"1108","Stockton",2000,2008,"BMW","3 Series","New",NA,"Gas",120000,"Automatic",NA,NA,NA,"Blue","CA",38.1244,-121.26,"Non-JDM"
"1109","Pullman / Moscow",15980,2015,"Chrysler","Town & Country",NA,"6 cylinders","Gas",118925,"Automatic","FWD",NA,"Van",NA,"ID",47.6929,-117.412,"Non-JDM"
"1110","Orlando",20888,2020,"Hyundai","Tucson Value","Excellent","4 cylinders","Gas",11740,"Automatic","FWD",NA,"Suv","Blue","FL",28.514,-81.357,"Non-JDM"
"1111","Minneapolis / St Paul",6500,2011,"Cadillac","Dts","Good","8 cylinders","Gas",126600,"Automatic","FWD",NA,"Sedan","Silver","MN",45.1126,-93.3995,"Non-JDM"
"1112","Wilmington",29803,2019,"Toyota","Camry Xse Sedan 4d","Like new",NA,"Gas",9904,"Automatic",NA,NA,NA,NA,"NC",34.2237,-77.8862,"JDM"
"1113","Florida Keys",15000,2004,"Chevrolet","Silverado 2500hd","Excellent","8 cylinders","Gas",185000,"Automatic","RWD","Full-Size","Pickup","White","FL",25.2012,-80.3837,"Non-JDM"
"1114","Lansing",4200,2013,"Chevrolet","Sonic Ltz","Good","4 cylinders","Gas",132000,"Automatic","FWD","Full-Size","Sedan","Silver","MI",42.7008,-84.549,"Non-JDM"
"1115","Grand Rapids",9200,2013,"GMC","Terrain Sle","Good",NA,"Gas",79656,"Automatic",NA,NA,"Suv","Blue","MI",43.1152,-85.5136,"Non-JDM"
"1116","Bellingham",24999,2006,"Subaru","Wrx Sti Awd Gas Sedan",NA,NA,"Gas",86494,"Manual","4WD",NA,"Sedan","Silver","WA",47.8396,-122.302,"JDM"
"1117","Birmingham",13997,2016,"Nissan","Altima",NA,NA,"Gas",25288,"Automatic","FWD",NA,NA,"Silver","AL",33.1683,-87.4919,"JDM"
"1118","Bozeman",17998,2017,"Ford","Fusion Energi Se",NA,"4 cylinders","Hybrid",40766,"Automatic","FWD",NA,"Sedan",NA,"MT",47.7989,-116.742,"Non-JDM"
"1119","Ocala",31990,2017,"Toyota","Tacoma Double Cab Sr","Good","6 cylinders","Other",48224,"Other","4WD",NA,"Pickup","Silver","FL",33.7792,-84.4118,"JDM"
"1120","Worcester / Central Ma",37488,2012,"Ford","F-350",NA,NA,"Diesel",49832,"Automatic","4WD",NA,"Pickup","Silver","MA",42.2105,-71.427,"Non-JDM"
"1121","Hartford",3200,2008,"Hyundai","Elantra","Fair","4 cylinders","Gas",137500,"Manual","FWD","Compact","Sedan","Blue","CT",41.629,-72.3646,"Non-JDM"
"1122","Modesto",38590,2019,"Ford","F150 Supercrew Cab Xl","Good","6 cylinders","Gas",1027,"Other",NA,NA,"Pickup","Black","CA",33.7792,-84.4118,"Non-JDM"
"1123","Asheville",12947,2014,"KIA","Optima",NA,NA,"Gas",56329,"Automatic","FWD",NA,NA,"Silver","NC",35.4813,-82.5648,"Non-JDM"
"1124","Killeen / Temple / Ft Hood",12590,2014,"Toyota","Camry Se Sedan 4d","Good",NA,"Gas",92342,"Other","FWD",NA,"Sedan","White","TX",33.7792,-84.4118,"JDM"
"1125","New York City",15854,2017,"Honda","Civic",NA,"4 cylinders","Gas",20886,"Automatic","FWD",NA,"Sedan","White","NY",40.618,-73.9455,"JDM"
"1126","Eau Claire",2995,2008,"Hyundai","Santa Fe Limited","Good","6 cylinders","Gas",227000,"Automatic","4WD","Mid-Size","Suv","Silver","WI",44.8732,-91.6923,"Non-JDM"
"1127","Green Bay",22990,2017,"Chevrolet","Traverse Lt Sport","Good","6 cylinders","Other",33273,"Other",NA,NA,"Other",NA,"WI",33.7792,-84.4118,"Non-JDM"
"1128","Cincinnati",14488,2013,"Ram","1500 2wd",NA,NA,"Gas",112147,"Manual",NA,NA,NA,"White","OH",39.1871,-84.6533,"Non-JDM"
"1129","Bend",26995,2006,"Toyota","Land Cruiser",NA,"8 cylinders","Gas",206280,"Automatic","4WD",NA,"Suv","White","OR",45.5742,-122.684,"JDM"
"1130","Hudson Valley",16900,2007,"Toyota","Fj Cruiser","Good","6 cylinders","Gas",147543,"Automatic","4WD",NA,"Wagon","Blue","NY",42.7778,-73.749,"JDM"
"1131","Norfolk / Hampton Roads",9495,2013,"Chevrolet","Malibu Eco",NA,"4 cylinders","Gas",111368,"Automatic","FWD",NA,"Sedan","Red","VA",37.0358,-76.4541,"Non-JDM"
"1132","Moses Lake",12980,2012,"GMC","Acadia",NA,"6 cylinders","Gas",149205,"Automatic","4WD",NA,"Suv","Black","WA",47.6929,-117.412,"Non-JDM"
"1133","Madison",10140,2012,"Buick","Verano","Good","4 cylinders","Gas",124730,"Automatic","FWD",NA,"Sedan","White","WI",43.1228,-88.5279,"Non-JDM"
"1134","Holland",17990,2016,"Volkswagen","Tiguan",NA,"4 cylinders","Gas",56349,"Automatic","4WD",NA,"Suv",NA,"MI",42.4491,-85.6695,"Non-JDM"
"1135","El Paso",3750,2012,"Chevrolet","Cruze","Excellent","4 cylinders","Gas",131000,"Manual",NA,NA,NA,NA,"TX",31.7432,-106.369,"Non-JDM"
"1136","Baltimore",8800,2015,"Hyundai","Veloster Base","Excellent","4 cylinders","Gas",84751,"Automatic","FWD","Compact","Coupe","Grey","MD",39.3316,-76.6336,"Non-JDM"
"1137","San Antonio",21900,2011,"Chevrolet","Silverado 1500","Excellent","8 cylinders","Gas",78500,"Automatic","4WD","Full-Size","Truck","Blue","TX",29.7565,-98.1983,"Non-JDM"
"1138","Orlando",3995,2008,"Toyota","Prius",NA,NA,"Hybrid",319194,NA,NA,NA,"Other","White","FL",28.0635,-82.4598,"JDM"
"1139","Ft Myers / Sw Florida",3000,1995,"Acura","Integra Ls","Excellent","4 cylinders","Gas",188000,"Manual","FWD","Full-Size","Sedan","Green","FL",26.6466,-81.8429,"JDM"
"1140","Santa Fe / Taos",7900,2012,"Honda","Civic","Excellent","4 cylinders","Gas",120000,"Automatic","FWD","Mid-Size","Coupe","Blue","NM",35.2493,-106.682,"JDM"
"1141","Maine",21990,2017,"Chevrolet","Bolt Ev",NA,NA,"Electric",39000,"Other","FWD",NA,"Other",NA,"ME",44.2167,-70.5012,"Non-JDM"
"1142","Corvallis/Albany",8495,2011,"Buick","Lecerne Cxl","Excellent",NA,"Gas",119098,"Automatic",NA,NA,NA,NA,"OR",44.0446,-123.003,"Non-JDM"
"1143","Charlotte",11600,2013,"Nissan","Altima",NA,NA,"Gas",72111,"Automatic","FWD",NA,"Sedan","Black","NC",35.2516,-81.0795,"JDM"
"1144","Yuba-Sutter",9999,2012,"Honda","Civic Lx","Excellent","4 cylinders","Gas",127697,"Automatic",NA,NA,"Sedan",NA,"CA",39.1234,-121.611,"JDM"
"1145","Rochester",8999,2011,"Ford","Edge Limited Awd","Excellent","6 cylinders","Gas",141000,"Manual","4WD",NA,"Suv","Black","MN",44.0496,-92.4896,"Non-JDM"
"1146","Indianapolis",2000,1989,"Ford","Mustang","Fair","8 cylinders","Gas",150,"Manual","RWD","Mid-Size","Hatchback","Black","IN",40.0237,-86.0335,"Non-JDM"
"1147","Las Vegas",6998,2015,"Ford","Fiesta",NA,"4 cylinders","Gas",55794,"Manual","FWD",NA,"Sedan","Red","NV",36.1433,-115.2,"Non-JDM"
"1148","Lake Of The Ozarks",27999,2014,"GMC","Sierra 2500hd","Excellent","8 cylinders","Diesel",188288,"Automatic","4WD",NA,NA,NA,"MO",38.2003,-92.6684,"Non-JDM"
"1149","Eugene",23500,2019,"Chevrolet","Express Cargo 2500 3dr",NA,NA,"Gas",13736,"Automatic",NA,NA,NA,NA,"OR",44.6296,-123.056,"Non-JDM"
"1150","Twin Falls",9988,2013,"Chevrolet","Impala","Good","6 cylinders","Gas",94984,"Automatic","FWD","Compact","Sedan","Black","ID",43.6307,-116.251,"Non-JDM"
"1151","San Antonio",41995,2017,"Ford","F-250",NA,NA,"Other",87776,"Automatic","4WD",NA,"Pickup","Silver","TX",30.0647,-97.8393,"Non-JDM"
"1152","Fargo / Moorhead",24000,2017,"Ford","Edge",NA,"6 cylinders","Gas",31908,"Automatic","4WD",NA,"Suv","Red","MN",46.5902,-95.5747,"Non-JDM"
"1153","Vermont",45944,2015,"Chevrolet","Silverado",NA,NA,"Diesel",70665,"Automatic","4WD",NA,"Pickup",NA,"VT",42.7882,-71.2337,"Non-JDM"
"1154","Baton Rouge",6995,2014,"Ford","Fusion","Good","4 cylinders","Gas",162000,"Automatic","FWD","Mid-Size","Sedan","Black","LA",30.4517,-91.0931,"Non-JDM"
"1155","Bellingham",5995,2004,"Cadillac","Escalade",NA,NA,"Gas",193872,"Automatic","4WD",NA,"Suv","White","WA",48.422,-122.346,"Non-JDM"
"1156","Fresno / Madera",10500,2013,"Honda","Cr-V","Excellent","4 cylinders","Gas",140000,"Automatic",NA,NA,"Suv",NA,"CA",36.0686,-119.032,"JDM"
"1157","Madison",11500,2004,"Chevrolet","Crew 2500hd Duramax","Good",NA,"Diesel",185100,"Automatic",NA,NA,NA,NA,"WI",42.1459,-89.0002,"Non-JDM"
"1158","Redding",37777,2016,"Tesla","Model S",NA,NA,"Electric",63658,"Automatic",NA,"Full-Size","Hatchback","Blue","CA",38.605,-121.402,"Non-JDM"
"1159","Hartford",8495,2010,"Honda","Accord",NA,NA,"Gas",119006,"Automatic","FWD","Full-Size","Other","Grey","CT",41.6584,-72.8666,"JDM"
"1160","Indianapolis",4450,2005,"Ford","Ranger","Good","6 cylinders","Gas",74990,"Automatic","RWD","Full-Size","Truck","White","IN",38.6926,-82.8577,"Non-JDM"
"1161","Kansas City, Mo",3650,2002,"Honda","Accord Ex","Excellent","4 cylinders","Gas",152311,"Automatic","FWD","Mid-Size","Sedan","Red","KS",39.0652,-94.8599,"JDM"
"1162","Tampa Bay Area",1800,2012,"Hyundai","Sonata Se","Like new","4 cylinders","Gas",139661,"Automatic","FWD","Mid-Size","Sedan","Red","FL",28.0116,-82.1224,"Non-JDM"
"1163","Boston",16995,2015,"Toyota","Rav4","New","4 cylinders","Gas",50819,"Automatic","4WD","Full-Size","Suv","Black","MA",42.2434,-71.1496,"JDM"
"1164","Fort Collins / North Co",24000,2017,"Nissan","Pathfinder Sl Sport","Good","6 cylinders","Gas",35634,"Automatic","4WD",NA,"Other","White","CO",33.7792,-84.4118,"JDM"
"1165","Orange County",20398,2017,"Lexus","Es",NA,NA,"Gas",37888,"Automatic","FWD",NA,"Sedan",NA,"CA",33.9125,-117.56,"JDM"
"1166","Albuquerque",72995,2018,"Ford","F-150 Low Miles 13k Raptor Supercrew 4x4 Twin Turbo",NA,"6 cylinders","Gas",13485,"Automatic","4WD",NA,"Pickup","White","NM",33.3917,-111.925,"Non-JDM"
"1167","Roanoke",14590,2014,"Ford","Escape Se Sport Utility 4d","Good",NA,"Gas",34330,"Automatic",NA,NA,"Suv","Black","VA",33.7792,-84.4118,"Non-JDM"
"1168","Worcester / Central Ma",15488,2013,"Toyota","Highlander",NA,NA,"Gas",144794,NA,"4WD",NA,"Wagon",NA,"MA",42.2105,-71.427,"JDM"
"1169","Washington, Dc",5500,2007,"Mazda","5","Good","4 cylinders","Gas",104800,"Automatic","FWD","Mid-Size","Wagon","Blue","DC",39.0839,-77.157,"JDM"
"1170","Bend",6995,2015,"Chevrolet","Equinox 4dr Awd Ls",NA,"4 cylinders","Gas",218153,"Automatic","4WD",NA,"Suv",NA,"OR",44.2869,-121.174,"Non-JDM"
"1171","Ventura County",15988,2014,"Ford","Flex","Good","6 cylinders","Gas",85199,"Automatic","4WD","Full-Size","Suv","Black","CA",34.2216,-118.413,"Non-JDM"
"1172","Medford-Ashland",29995,2015,"Ford","F-150 Xlt 4x4 4dr Supercrew",NA,NA,"Gas",62046,"Automatic",NA,NA,NA,NA,"OR",44.6296,-123.056,"Non-JDM"
"1173","Richmond",2250,2006,"Honda","Civic","Good","4 cylinders","Hybrid",230000,"Automatic","FWD","Compact","Sedan","Blue","VA",37.4373,-77.4788,"JDM"
"1174","Tulsa",23900,2019,"GMC","Terrain",NA,NA,"Gas",29716,"Automatic","FWD",NA,NA,"White","OK",35.6235,-95.966,"Non-JDM"
"1175","Eugene",27990,1999,"Ford","F-350",NA,NA,"Diesel",146790,"Automatic","4WD",NA,"Pickup",NA,"OR",45.6169,-122.693,"Non-JDM"
"1176","Lincoln",6150,2012,"Chevrolet","Impala","Excellent","6 cylinders","Gas",106969,"Automatic","FWD","Mid-Size","Sedan","Black","NE",40.85,-96.6249,"Non-JDM"
"1177","Louisville",40999,2017,"Mercedes-benz","E-Class","Excellent","6 cylinders","Gas",13581,"Automatic","RWD",NA,"Convertible",NA,"KY",35.8398,-86.387,"Non-JDM"
"1178","Spokane / Coeur D'alene",24998,2017,"Jeep","Cherokee Trailhawk L Plus",NA,"6 cylinders","Gas",33484,"Automatic","4WD",NA,"Suv",NA,"ID",47.7989,-116.742,"Non-JDM"
"1179","Fredericksburg",4995,2002,"Ford","Explorer",NA,"8 cylinders","Gas",110129,"Automatic","4WD",NA,"Suv","Blue","VA",38.2481,-77.4681,"Non-JDM"
"1180","Spokane / Coeur D'alene",5000,2008,"Dodge","Grand Caravan","Excellent","6 cylinders","Gas",146593,"Automatic","FWD",NA,"Mini-Van","Blue","ID",47.6156,-117.362,"Non-JDM"
"1181","New Haven",21990,2017,"Ford","Edge Sel Sport Utility 4d","Good",NA,"Gas",23068,"Automatic",NA,NA,"Other",NA,"CT",41.76,-72.68,"Non-JDM"
"1182","Central Nj",5200,2011,"Toyota","Camry",NA,NA,"Gas",190000,"Automatic",NA,NA,NA,NA,"NJ",40.5723,-74.3215,"JDM"
"1183","Long Island",3000,2007,"Subaru","Outback Xt Limited","Fair","4 cylinders","Gas",158000,"Manual",NA,"Mid-Size","Wagon","Silver","NY",40.6884,-73.3745,"JDM"
"1184","Hartford",9950,2008,"BMW","535xi",NA,NA,"Gas",87405,"Automatic",NA,NA,"Sedan",NA,"CT",41.5525,-72.9991,"Non-JDM"
"1185","Moses Lake",8980,2008,"Chevrolet","Trailblazer",NA,"6 cylinders","Gas",97228,"Automatic","4WD",NA,"Suv","Silver","WA",47.6929,-117.412,"Non-JDM"
"1186","Wenatchee",44999,2015,"Jeep","Wrangler Unlimited Rubicon",NA,NA,"Gas",34162,"Manual","4WD",NA,"Suv","Blue","WA",46.2348,-119.128,"Non-JDM"
"1187","Bozeman",29998,2015,"Ram","1500 Laramie Crew Cab Short",NA,"6 cylinders","Diesel",63039,"Automatic","4WD",NA,NA,NA,"MT",47.6961,-116.781,"Non-JDM"
"1188","New Orleans",9990,2014,"Hyundai","Elantra Gt","Excellent","4 cylinders","Gas",90255,"Automatic","FWD","Compact","Hatchback","Grey","LA",29.9708,-90.0826,"Non-JDM"
"1189","Columbia",13688,2014,"Hyundai","Genesis Premium",NA,NA,"Gas",90217,"Automatic",NA,NA,"Other","White","SC",34.8024,-82.4288,"Non-JDM"
"1190","Atlanta",6999,2004,"Lexus","Es 330","Good","6 cylinders","Gas",86000,"Automatic","FWD","Mid-Size","Sedan","Black","GA",33.9975,-84.1477,"JDM"
"1191","Lehigh Valley",35500,2018,"Honda","Civic Type R","Excellent","4 cylinders","Gas",5000,"Manual","FWD",NA,"Hatchback","Red","PA",40.5293,-75.501,"JDM"
"1192","Fargo / Moorhead",13500,2017,"Dodge","Journey",NA,"6 cylinders","Gas",84191,"Automatic","4WD",NA,"Suv","White","MN",46.5902,-95.5747,"Non-JDM"
"1193","Reno / Tahoe",3999,1997,"Acura","Cl 2.2 Coupe","Excellent","4 cylinders","Gas",171000,"Manual","FWD","Compact","Sedan",NA,"CA",39.5255,-119.757,"JDM"
"1194","Reno / Tahoe",49995,2019,"Chevrolet","Tahoe","Excellent","8 cylinders","Gas",24503,"Automatic","4WD","Full-Size","Suv","White","CA",39.443,-119.772,"Non-JDM"
"1195","South Bend / Michiana",11850,2007,"Ram","1500 Slt Quad Cab 4x4",NA,NA,"Gas",136000,"Automatic","4WD",NA,"Pickup","Blue","IN",41.6803,-86.1614,"Non-JDM"
"1196","Central Nj",15995,2016,"Cadillac","Ats Sedan",NA,NA,"Gas",46353,"Automatic",NA,NA,NA,NA,"NJ",40.2043,-74.1779,"Non-JDM"
"1197","Skagit / Island / Sji",3000,2001,"BMW","540i","Fair","8 cylinders","Gas",150000,"Manual","RWD",NA,"Sedan","Grey","WA",48.3151,-122.637,"Non-JDM"
"1198","Vermont",2996,2007,"Mitsubishi","Eclipse","Good","4 cylinders","Gas",210137,"Automatic","FWD",NA,"Hatchback","Silver","VT",44.6023,-73.1614,"JDM"
"1199","Fayetteville",22590,2014,"Acura","Mdx Sh-Awd Sport Utility","Good","6 cylinders","Gas",79686,"Automatic",NA,NA,"Other","Black","NC",35.4,-80.59,"JDM"
"1200","Knoxville",36521,2014,"Ford","Super Duty F-350 Srw","Excellent","8 cylinders","Diesel",115763,"Automatic","4WD",NA,"Truck",NA,"TN",35.8622,-83.6155,"Non-JDM"
"1201","Asheville",18950,2011,"Chevrolet","Silverado 1500",NA,NA,"Gas",129374,"Automatic",NA,NA,"Other","Black","NC",34.9176,-82.1123,"Non-JDM"
"1202","Waterloo / Cedar Falls",3000,2010,"Ford","Focus Se","Good","4 cylinders","Gas",140000,"Automatic","FWD","Compact",NA,"Grey","IA",42.171,-92.314,"Non-JDM"
"1203","Baltimore",39999,2018,"Chevrolet","Silverado 2500 Crewcab Lt 4x4",NA,"8 cylinders","Diesel",93119,"Automatic","4WD",NA,"Pickup","White","MD",39.5129,-76.9095,"Non-JDM"
"1204","Fort Collins / North Co",8995,2008,"Acura","Mdx",NA,"6 cylinders","Gas",134136,"Automatic","4WD",NA,"Suv","Brown","CO",40.1522,-105.103,"JDM"
"1205","South Jersey",45995,2019,"Ram","1500",NA,NA,"Gas",16795,"Automatic",NA,NA,NA,NA,"NJ",40.2043,-74.1779,"Non-JDM"
"1206","Saginaw-Midland-Baycity",6995,2012,"Chevrolet","Malibu",NA,NA,"Gas",118032,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"1207","Northern Michigan",12500,2010,"Jeep","Liberty","Excellent","6 cylinders","Gas",81000,"Automatic","4WD","Full-Size","Hatchback","Grey","MI",44.7545,-85.5888,"Non-JDM"
"1208","South Jersey",19499,2017,"Honda","Civic",NA,"4 cylinders","Gas",41667,"Automatic","FWD",NA,"Sedan","White","NJ",39.9519,-75.0482,"JDM"
"1209","Baltimore",13795,2016,"Toyota","Prius",NA,NA,"Other",80242,"Automatic",NA,NA,"Hatchback","Red","MD",38.7629,-77.4606,"JDM"
"1210","Mobile",6999,2004,"Toyota","Rav4",NA,"4 cylinders","Gas",112000,"Automatic",NA,NA,"Suv","Grey","AL",30.676,-88.1368,"JDM"
"1211","Western Slope",19995,2006,"Ram","3500","Good","8 cylinders","Diesel",232890,"Manual","4WD","Full-Size","Pickup","Silver","CO",38.7126,-107.985,"Non-JDM"
"1212","Tyler / East Tx",24995,2017,"Ram","2500","Excellent","8 cylinders","Gas",127605,"Automatic","4WD",NA,"Truck","White","TX",32.2995,-95.2663,"Non-JDM"
"1213","Delaware",6900,1994,"Chevrolet","Corvette","Good","8 cylinders","Gas",35000,"Automatic",NA,NA,NA,NA,"DE",39.2934,-75.6008,"Non-JDM"
"1214","Lewiston / Clarkston",46000,2020,"Toyota","Tundra Sr 5 Double Cab","Like new","8 cylinders","Gas",28000,"Automatic","4WD","Full-Size","Truck","Grey","ID",46.7835,-116.18,"JDM"
"1215","Boise",18500,2015,"Ford","Explorer Sport","Excellent","6 cylinders","Gas",127314,"Automatic","4WD","Full-Size","Suv","Black","ID",43.5752,-116.557,"Non-JDM"
"1216","Bakersfield",34988,2019,"Honda","Odyssey",NA,NA,"Gas",14869,"Automatic","FWD",NA,"Mini-Van","White","CA",36.838,-119.809,"JDM"
"1217","Sarasota-Bradenton",19300,2014,"Mercedes-benz","Ml350","Like new","6 cylinders","Gas",91000,"Automatic","RWD","Full-Size","Suv","Black","FL",27.2866,-82.477,"Non-JDM"
"1218","Fayetteville",12977,2016,"Chevrolet","Cruze Ls","Good",NA,"Other",42387,"Automatic","FWD",NA,"Hatchback","Silver","AR",36.7136,-93.2221,"Non-JDM"
"1219","Twin Falls",6000,2013,"Chevrolet","Express 2500 Cargo Van","Excellent","8 cylinders","Gas",223500,"Automatic","RWD","Full-Size","Van","White","ID",42.3932,-114.522,"Non-JDM"
"1220","New Haven",9800,2006,"Ford","Econoline E350",NA,"8 cylinders","Gas",75000,"Automatic",NA,NA,NA,NA,"CT",41.28,-72.8106,"Non-JDM"
"1221","Fargo / Moorhead",15990,2008,"Cadillac","Escalade Awd","Good","8 cylinders","Gas",123473,"Automatic","4WD","Full-Size","Suv","Brown","MN",47.9202,-97.045,"Non-JDM"
"1222","El Paso",11995,2010,"Toyota","Higlander Limited",NA,"6 cylinders","Gas",160000,"Automatic","FWD",NA,"Suv","White","TX",31.8714,-106.591,"JDM"
"1223","Cleveland",7999,2011,"Honda","Odyssey Ex-L","Excellent","6 cylinders","Gas",153362,"Automatic","FWD",NA,"Mini-Van","White","OH",41.4189,-81.714,"JDM"
